Year,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
193202,30.95,29.86,-99.99,4.33,65.12,2.22,10.87,12.72,29.03,10.64,-99.99,19.36,53.86,44.47,7.1,3.25,7.7,8.33,18.48,-99.99,11.03,56.48,26.59,14.08,13.87,-99.99,-99.99,17.48,4.81,43.41,129.35,558.06,2.56,6.3,29.26,-99.99,2.67,178.95,0.8,18.05,27.83,2.16,21.7,5.64,26.78,15.83,6.12,17.23,6.29
193203,38.98,31.76,-99.99,5.1,69.56,2.45,11.53,12.46,29.86,10.73,-99.99,17.4,55.22,49.9,6.84,3.34,8.54,8.65,19.32,-99.99,10.8,61.33,26.67,13.6,14.51,-99.99,-99.99,17.09,4.64,46.74,137.29,622.98,2.65,6.26,30.1,-99.99,2.56,175.86,0.76,19.89,26.55,2.24,22.83,6.05,30.88,16.99,6.59,19.86,6.5
193204,33.07,29.82,-99.99,4.52,65.78,2.22,8.75,10.88,24.86,10.28,-99.99,16.47,51.11,43.84,6.08,3.19,7.2,7.7,16.07,-99.99,9.34,50.19,20.73,9.5,11.98,-99.99,-99.99,15.92,3.84,47.41,123.51,550.15,2.37,6.06,27.32,-99.99,2.07,164.32,0.81,18.18,21.79,1.26,20.68,5.52,24.98,14.84,3.88,16.38,5.51
193205,27.88,25.81,-99.99,4.05,59.24,2.16,6.55,9.43,22.22,9.76,-99.99,13.1,41.01,29.09,4.22,2.8,6.08,6.23,12.92,-99.99,7.43,38.62,14.73,8.22,9.83,-99.99,-99.99,13.59,3.17,40.85,104.1,481.95,1.62,5.38,21.9,-99.99,1.55,109.74,0.45,12.79,16.36,1.18,17.49,4.43,21.19,8.58,3.22,13.99,4.77
193206,17.72,20.34,-99.99,3.02,45.98,1.22,3.65,6.98,17.54,9.96,-99.99,9.77,25.54,25.79,3.3,2.16,4.98,4.94,9.95,-99.99,5.79,25.59,11.78,5.87,7.55,-99.99,-99.99,12.08,2.47,38.07,75.24,429.87,1.37,4.7,18.94,-99.99,1.3,89.48,0.28,10.63,10.72,0.75,12.76,3.27,14.53,5.65,1.53,10.95,4.06
193207,18.54,20.1,-99.99,3.61,48.19,1.08,4.03,4.64,12.28,8.95,-99.99,11.2,27.71,23.56,3.04,2.05,5.1,4.58,10.36,-99.99,5.15,27.85,10.79,6.35,8.14,-99.99,-99.99,10.27,2.51,39.52,76.37,390.21,1.44,3.71,19.09,-99.99,1.56,88.27,0.12,10.2,10.06,0.81,12.59,3.33,15.46,8.03,2.66,11.01,3.7
193208,35.47,26.75,-99.99,4.27,60.05,1.71,6.71,6.59,16.24,7.06,-99.99,13.02,36.46,30.24,4.31,2.68,6.89,5.85,16.8,-99.99,7.4,43.31,15.9,8.97,11.74,-99.99,-99.99,14.98,3.92,53.21,98.58,455.35,1.61,4.92,23.66,-99.99,2.13,99.83,0.17,12.39,16.22,0.93,16,4.17,20.79,13.01,3.31,16.98,4.74
193209,43.45,33.15,-99.99,5.99,70.05,1.94,11.37,8.77,20.52,8.97,-99.99,16.36,49.28,41.04,8.45,4.41,9.27,9.42,26.73,-99.99,11.21,64.96,23.36,15.46,15.56,-99.99,-99.99,19.37,8.83,63.13,140.53,583.62,2.1,5.74,32.33,-99.99,3.44,125.21,0.69,17.4,26.77,1.46,21.15,5.19,27.03,18.16,4.89,28.41,5.89
193210,34.65,32.69,-99.99,5.81,69.5,2.05,10.03,9.15,20.56,8.95,-99.99,15.66,42.51,43.23,6.42,3.91,9.6,8.58,24.03,-99.99,10.67,60.8,24.67,19.48,15.66,-99.99,-99.99,18.13,8.29,56.51,133.47,573.76,1.72,5.54,29.94,-99.99,3.24,122.39,0.45,16.84,25.98,1.83,21.67,5.17,26.19,16.83,4.48,26.12,5.53
193211,27.94,30.26,-99.99,5.07,59.74,1.7,7.39,7.09,18.02,8.16,-99.99,13.41,34.24,36.1,5.41,3.4,8.18,6.54,20.24,-99.99,8.28,47.85,18.57,15.34,12.11,-99.99,-99.99,16.81,6.53,54.76,118.83,527.11,1.42,4.94,25.26,-99.99,2.25,116.18,0.45,16,20.88,1.45,18.93,4.44,25.37,12.56,4.02,21.47,5.19
193212,31.74,28.54,-99.99,4.8,54.18,1.82,7.18,6.97,17.05,7.81,-99.99,13.31,35.62,35.24,4.39,3.07,7.69,6.02,15.67,-99.99,7.69,43.36,18.19,13.8,11.55,-99.99,-99.99,17.17,5.26,51.96,113.65,521.22,1.43,4.71,23.49,-99.99,2.31,111.67,0.45,15.48,18.82,1.3,17.71,4.14,21.57,13.76,3.53,20.69,4.72
193301,35.36,30.12,-99.99,5.12,54.02,1.42,6.32,6.03,17.32,7.55,-99.99,11.78,39.03,39.66,4.48,2.85,7.82,5.42,14.35,-99.99,7.84,45.12,19.12,16.61,11.01,-99.99,-99.99,16.68,4.85,52.01,123.5,529.07,1.2,4.59,24.16,-99.99,2.27,123.52,0.28,16.89,19.81,1.17,18.55,4.24,21.9,14.04,2.92,22.76,4.44
193302,42.05,29.88,-99.99,4.32,60.14,1.26,4.74,7.37,15.83,8.34,-99.99,12.02,38.35,41.18,4.82,2.78,7.68,5.64,14.73,-99.99,8.36,44.94,19.16,16.32,13.14,-99.99,-99.99,16.62,5.31,50.21,117.9,530.67,1.16,4.96,24.7,-99.99,2.19,131.98,0.26,18.49,22.65,1.08,18.35,4.61,28.59,15.22,3.16,22.14,4.28
193303,37.76,26.93,-99.99,3.82,54.24,1.15,3.79,5.9,12.46,7.95,-99.99,9.79,33.95,35.74,3.72,2.57,6.47,4.14,12.22,-99.99,6.37,34.86,14.46,11.91,11.7,-99.99,-99.99,15.23,4.07,42.95,93.6,489.43,0.86,4.32,20.84,-99.99,1.79,115.06,0.19,16.07,18.79,1,14.89,3.77,22.42,11.74,2.28,17.78,4.18
193304,47.43,29.62,-99.99,4.8,57.91,1.73,3.21,6.83,13.9,8.52,-99.99,10.22,32.27,37.2,4.22,2.63,7.34,4.08,14.01,-99.99,7.87,37.15,15.86,13,13.43,-99.99,-99.99,16.47,4.44,44.71,81.18,449.62,0.81,4.47,21.63,-99.99,1.84,117.88,0.35,17.12,19.99,1,16.14,3.76,23.33,9.77,2.39,16.33,4.06
193305,67.65,39.19,-99.99,6.19,77,1.73,5.45,10.5,21.82,12.05,-99.99,12.49,44.98,54.39,7.77,4.02,10.25,5.6,25.76,-99.99,12.03,59.29,28.84,18.77,19.94,-99.99,-99.99,20.78,6.02,62.15,101.58,509.07,0.87,5.03,33.11,-99.99,2.76,146.64,0.35,24.34,25.55,1.45,23.03,4.12,33.08,17.11,3.57,22.62,5.5
193306,76.65,43.4,-99.99,11.61,83.51,4.16,8.06,12.43,25.72,15.17,-99.99,13.98,55.57,69.81,11.32,5.61,14.6,8.99,31.44,-99.99,15.96,70.52,37.51,23.21,25.23,-99.99,-99.99,27.53,7.93,74.26,120.35,597.5,1.61,6.05,40.45,-99.99,4.11,175.97,1.14,27.77,33.8,2.28,27.85,5.14,41.45,22.3,5.24,28.22,7.93
193307,91.04,47.06,-99.99,17.28,92.32,5.22,9.67,13.9,27.34,14.87,-99.99,14.87,61.95,77.14,10.68,6.64,20.24,10.03,34.32,-99.99,19.14,73.4,44.93,25.71,31.71,-99.99,-99.99,30.83,9.16,81.25,136.8,649.17,1.51,5.7,47.91,-99.99,3.49,185.71,1.25,29.13,36.37,3.41,32.01,5.7,46.78,20.55,7.04,33.35,9.31
193308,82.79,43.17,-99.99,14.7,90.35,3.82,9.18,10.45,24.66,14.23,-99.99,13.02,49.58,69.93,7.84,5.6,17.27,8.08,30.83,-99.99,15.29,65.07,41.86,22.27,25.88,-99.99,-99.99,28.09,6.93,71.78,123.55,620.83,1.37,5.27,41.22,-99.99,3.88,171.08,1.19,27.26,34.73,2.94,27.7,4.77,38.1,19.51,5.19,29.25,9.68
193309,98.88,46.55,-99.99,19.57,98.94,4.2,12.04,13.47,27.43,15.05,-99.99,12.74,48.8,84.63,11.32,6.2,19.86,8.61,34.38,-99.99,18.28,73.83,49.89,27.42,32.18,-99.99,-99.99,32.87,8.1,85.41,121.16,648.94,1.46,5.18,46.54,-99.99,4.21,187.96,0.99,30.2,40.68,3.31,29.51,5.15,46.83,21.15,5.94,31.34,11.37
193310,85.94,42.26,-99.99,18.44,94.61,3.77,11.06,10.01,24.09,13.11,-99.99,12.14,48.17,77.91,10.68,5.55,17.1,5.97,31.29,-99.99,15.37,59.36,42.33,21.87,28.35,-99.99,-99.99,34.58,6.44,83.5,96.84,614.63,1.22,4.47,39.49,-99.99,3.8,172.2,0.81,28.91,32.37,2.59,26.92,4.51,45,17.94,4.86,25.11,9.83
193311,84.76,38.46,-99.99,17.24,83.59,2.6,9.8,9.47,22.36,12.62,-99.99,11.14,45.36,73.92,9.06,5,15.94,5.48,27.35,-99.99,14.54,52.9,37.97,18.97,24.27,-99.99,-99.99,32.93,5.29,79.67,89.42,570.47,1.08,6.54,36.99,-99.99,3.32,159.82,0.52,27.92,28.29,2.39,24.84,3.75,39.79,16.97,4.11,21.41,9.27
193312,94.34,40.48,-99.99,16,86.71,2.99,10.21,9.1,24.03,13.83,-99.99,11.97,49,84.77,9.38,5.15,17.65,5.51,30.34,-99.99,16.45,63.15,47.15,22.28,26.74,-99.99,-99.99,32.79,5.71,90.81,86.24,602.61,1.07,6.74,43.84,-99.99,3.72,176.42,0.5,30.9,30,2.57,28.36,3.98,41.99,17.07,4.59,23.1,9.89
193401,87.29,39.04,-99.99,15.76,81.64,2.64,9.8,9.31,22.98,13.45,-99.99,9.17,43.77,90.39,10.92,5.47,18.29,5.33,31.82,-99.99,16.78,63.25,51.66,22.59,29.66,-99.99,-99.99,32.21,5.49,89.61,86.98,568.84,0.9,6.77,44.15,-99.99,4.7,182.33,0.62,31.83,31.99,2.36,29.63,3.93,46.38,20.73,4.91,23.53,10.46
193402,95.33,42.87,-99.99,18.18,86.87,3.39,11.35,11.72,25.19,15.64,-99.99,11.95,50.46,94.45,12.94,6.71,21.14,7.27,35.89,-99.99,19.89,74.21,58.37,34.08,33.32,-99.99,-99.99,32.86,6.91,97.07,104.67,602.77,1.49,7.33,49.79,-99.99,6.62,201.18,0.73,32.91,38.6,2.97,34.56,5.11,60.46,27.59,6.33,28.21,11.69
193403,94.99,39.75,-99.99,15.91,83.36,3.35,12.48,11.55,25.28,15.08,-99.99,11.05,48.15,91.65,13.02,6.78,19.72,6.78,35.18,-99.99,19.03,68.14,56.64,27.52,32.3,-99.99,-99.99,33.65,6.91,93.33,101.88,615.56,1.48,7.51,47.47,-99.99,6.41,203.72,0.74,33.62,37.15,3.13,35.42,5.4,66.74,26.96,5.7,27.01,12.36
193404,99.28,40.13,-99.99,16.36,82.24,3.26,13.11,12.82,23.73,14.65,-99.99,10.87,47.72,90.62,12.7,6.81,19.4,6.48,34.74,-99.99,18.93,72.22,56.43,27.93,32.25,-99.99,-99.99,35.13,6.43,91.95,99.82,612.22,1.56,7.32,45.1,-99.99,6.2,195.27,0.97,33.08,37.1,3.21,36.13,5.75,69.25,27.5,5.57,26.71,12.19
193405,107.37,41.11,-99.99,16.18,85.61,3.9,12.47,14.01,23.52,14.42,-99.99,10.78,51.99,87.56,12.94,6.64,19.18,5.99,33.55,-99.99,18.14,69.04,52.7,25.51,32.31,-99.99,-99.99,34.04,6.32,92.29,95.93,604.54,1.54,7.59,44.72,-99.99,6.17,209.34,1.06,33.82,36.51,3.27,35.57,5.41,71.01,28.33,5.1,25.97,11.95
193406,104.3,39.22,-99.99,13.33,86.2,3.44,12.21,12.85,22.08,13.66,-99.99,10.32,51.26,80.92,11.32,5.84,17.15,5.09,29.32,-99.99,15.69,63.43,45.48,23.15,27.74,-99.99,-99.99,34.27,5.74,87.62,87.64,578.52,1.42,7.4,41.12,-99.99,5.47,215.25,0.81,31.23,33.19,2.96,32.78,4.67,64.35,26.69,4.74,23.71,10.96
193407,105.83,40.17,-99.99,17.12,84.24,2.91,13.5,12.29,23.45,14.72,-99.99,10.21,29.74,84.53,10.93,5.73,17.99,5.15,31.69,-99.99,15.54,63.99,43.73,22.29,27.22,-99.99,-99.99,35.39,5.92,86.34,91.03,574.97,1.58,7.52,41.39,-99.99,5.8,219.38,0.61,32.66,32.68,2.89,32.93,4.51,58.46,27.18,4.38,23.56,11.95
193408,97.63,37.95,-99.99,12.95,83.45,2.33,10.1,10.1,21.18,13.47,-99.99,9.71,29.25,80.06,9.97,4.7,15.02,3.77,26.5,-99.99,12.69,54.89,37.42,18.06,22.52,-99.99,-99.99,31.56,4.55,78.15,75.2,549.97,1.19,6.83,36.11,-99.99,5.01,218.25,0.48,31.33,26.21,2.4,30.25,3.75,53.38,24.1,3.19,19.21,11.25
193409,108.06,39.18,-99.99,14.8,85.91,2.39,12.4,10.45,22.77,13.7,-99.99,9.42,27.98,84.37,11.01,4.95,16.57,4.19,28.83,-99.99,13.98,58.83,40.85,19.54,22.53,-99.99,-99.99,34.52,4.94,82.46,75.85,564.04,1.28,4.73,38.66,-99.99,5.7,224.44,0.61,32.89,26.89,2.63,31.49,4.05,58.46,24.31,3.46,20.2,11.82
193410,109.25,38.18,-99.99,14.54,87.54,2.17,13.67,10.37,22.02,13.78,-99.99,9.55,28.09,84.9,11.05,5.14,16.57,4.18,27.54,-99.99,14.3,58.02,41.07,18.24,22.46,-99.99,-99.99,35.69,5.12,80.26,76.85,564.28,1.19,4.72,38.36,-99.99,5.87,224.44,0.45,33.37,27.29,2.64,32.23,3.92,58.15,32.46,3.36,19.97,11.76
193411,102.89,37.88,-99.99,15.01,89.89,2,12.99,10.15,23.21,14.14,-99.99,10.1,27.69,84.98,11.65,4.9,17.13,3.55,26.31,-99.99,14.56,55.29,40.01,17.48,23.38,-99.99,-99.99,33.29,5.09,76.38,70.87,554.76,1.21,6.92,40.86,-99.99,5.96,237.37,0.45,33.6,26.39,2.84,32.74,3.79,62.64,35.36,3.01,19.42,12.1
193412,105.51,40.71,-99.99,18.03,97.42,2.56,14.7,12.02,25.89,15.04,-99.99,10.98,28.3,92.03,13.42,5.66,19.67,3.86,29.72,-99.99,17.6,63.87,46.8,22.65,27.42,-99.99,-99.99,32.77,5.36,81.18,69.8,545.14,1.22,7.19,45.93,-99.99,6.89,252.56,0.97,36.26,27.81,3.17,35.72,4.17,71,39.95,3.53,20.32,13.6
193501,110.26,40.12,-99.99,18.4,93.66,2.2,14.48,12.11,26.03,15.4,-99.99,10.72,28.48,91.47,13.82,5.38,19.82,3.46,30.87,-99.99,19.02,66.95,48.45,23.69,27.16,-99.99,-99.99,33.25,5.38,81.64,63.48,530.76,1.47,5.03,45.81,-99.99,6.81,252,1.07,37.8,28,3.28,35.07,4.3,72.97,38.33,3.61,20.42,13.42
193502,106.51,39.98,-99.99,16.73,91.49,2.21,13.36,11.41,26.27,15.25,-99.99,10.83,28.16,90.06,12.78,5.26,19.19,3.17,29.06,-99.99,18.85,68.5,46.04,22.37,26.6,-99.99,-99.99,31.34,4.97,78.05,61.34,528.3,1.28,4.71,44.44,-99.99,6.25,253.12,0.83,37.83,25.83,2.92,33.23,4.08,73.51,36.19,3.4,18.54,12.69
193503,118.38,40.61,-99.99,17.02,91.46,1.96,12.76,11.17,27.78,15.09,-99.99,10.82,29.11,89.7,12.22,4.98,18.44,2.62,27.08,-99.99,18.91,66.96,44.22,20.69,24.21,-99.99,-99.99,30.91,4.5,74.95,53.19,533.78,1.16,4.85,45.36,-99.99,6.56,271.97,0.55,40.05,23.87,2.85,32.89,3.96,76.01,36.41,3.21,17.49,12.3
193504,119.67,38.5,-99.99,16.82,85.44,1.93,12.07,10.51,25.84,14.52,-99.99,10.46,28.1,86.69,11.29,4.45,17.06,2.72,25.9,-99.99,17.54,62.5,42.4,19.24,21.92,-99.99,-99.99,31.92,3.97,72.14,59.48,518.74,0.99,4.99,44.04,-99.99,7.19,269.44,0.57,39.08,21.62,2.62,31.3,3.79,74.19,33.58,2.52,17.3,11.73
193505,125.52,39.83,-99.99,16.06,93.11,1.98,13.3,11.39,27.19,15.18,-99.99,9.94,29.22,94.11,12.22,4.72,18.84,3.21,29.56,-99.99,19.14,68.19,44.65,22.08,20,-99.99,-99.99,34.73,4.29,83.34,65.99,566.09,1.13,5.29,47.92,-99.99,8.13,310.5,0.59,40.34,24.03,2.69,33.36,3.61,76.49,36.34,2.86,18.6,12.68
193506,124.27,39.85,-99.99,15.8,94.63,2.15,14.99,11.67,26.9,15.48,-99.99,10.34,27.44,96.65,11.49,4.79,19.38,3.59,29.42,-99.99,19.61,70.71,45.56,20.3,21.69,-99.99,-99.99,35.92,3.98,85.94,74.4,613.53,1.08,5.64,48.06,-99.99,8.28,313.88,1.07,41.38,24.54,2.64,34.07,3.64,78.84,39.36,3.25,19.78,13.22
193507,125.92,42.84,-99.99,17.54,97.98,1.94,16.34,11.59,27.36,15.64,-99.99,10.68,28.48,102.38,11.7,5.69,20.97,4.53,27.9,-99.99,22.5,77.24,47.94,18.04,23.51,-99.99,-99.99,35.35,4.14,95.66,81.05,635.19,1.09,6,50.57,-99.99,9.17,330.19,1,45.92,26.19,2.66,35.64,3.78,66.72,42.4,2.83,20.91,14.07
193508,106.7,43.37,-99.99,17.76,105.35,1.84,16.99,11.91,29.34,16.31,-99.99,9.42,29.83,107.34,12.5,6.23,23.49,5.81,33.39,-99.99,25.98,88.05,58.15,20.53,27.19,-99.99,-99.99,35.76,4.42,95.63,88.42,671.63,1.49,6.04,51.51,-99.99,10.25,332.44,1.11,48.27,28.42,2.63,38.33,3.88,69.29,45.96,3.35,23.07,14.62
193509,105.21,42.62,-99.99,19.48,104.76,2.31,19.16,11.47,29.69,16.13,-99.99,9.92,29.41,112.22,12.98,6.28,23.66,6.43,35.54,-99.99,26.49,92.13,62.45,22.33,25.11,-99.99,-99.99,34.01,4.52,93.42,94.13,698.97,1.55,6.6,51.92,-99.99,10.03,333,1.11,46.83,28.67,2.98,39.31,4.08,71.51,45.73,3.69,26.31,14.47
193510,98.75,43.03,-99.99,21.01,105.69,2.51,21.05,11.35,29.75,16.01,-99.99,9.54,29.8,119.79,14.34,7.22,24.32,5.67,36.94,-99.99,27.99,99.44,69.24,23.44,22.05,-99.99,-99.99,34.05,4.49,90.09,91.94,717.72,1.55,6.79,54.66,-99.99,10.98,351.56,-99.99,47.96,28.85,3.08,38.94,4.16,69.29,46.6,3.5,25.47,14.87
193511,101.62,45.58,-99.99,24.22,107.33,2.56,21.83,12.37,29.72,16.52,-99.99,10.06,31.57,124.43,15.82,7.72,27.39,8.51,39.01,-99.99,30.28,107.45,78.62,23.37,24.78,-99.99,-99.99,33.57,4.29,102.37,104.72,740.01,1.54,10.65,61.56,-99.99,12.9,373.5,-99.99,49.74,28.57,3.23,39.35,4.4,64.64,48.5,4.52,29.94,15.78
193512,101,46.53,-99.99,23.6,106.23,3.77,24.76,13.71,28.76,16.82,-99.99,10.18,31.76,126.49,18.27,7.81,28.92,8.03,41.83,-99.99,31.68,116.41,80.39,26.93,27.74,-99.99,-99.99,36.32,4.76,107.02,104.94,811.96,1.86,11.81,63.62,-99.99,13.88,361.13,-99.99,50.13,32.66,3.61,40.1,5.11,67.79,49.24,5.31,35.74,16.98
193601,98.1,48.38,-99.99,23.24,105.14,3.54,25.16,13.85,30.09,17.06,-99.99,10.08,32.53,127.59,19.31,8.06,31.3,10.17,43.61,-99.99,32.75,121.08,85.36,32.94,29.25,-99.99,-99.99,38.85,4.69,122.17,110.51,798.98,1.82,11.89,65.96,-99.99,14.35,351.28,-99.99,47.91,33.58,3.63,39.46,5.12,65.19,49.53,6.73,38.92,16.88
193602,112.31,49.37,-99.99,21.55,108.62,3.54,28.62,14.1,30.56,17.75,-99.99,10.57,33.6,134.42,19.07,8.77,33.44,11.97,46.51,-99.99,35.34,130.05,88.76,33.97,33.17,-99.99,-99.99,42.68,5.07,142.86,124.25,832.25,1.81,12.49,69.06,-99.99,17.68,354.94,-99.99,44.65,38.55,3.9,38.12,6.06,67.87,50.75,7.52,41.69,16.9
193603,108.06,50.78,-99.99,23.52,104.33,4.11,29.14,17.13,30.19,18.51,-99.99,11.45,34.23,137.94,19.47,8.82,35.4,11.25,51.32,-99.99,37.6,128.77,91.66,35.28,36.38,-99.99,-99.99,43.65,5.52,144.13,115.43,886.93,1.92,12.34,72.52,-99.99,17.3,361.13,-99.99,44.48,40.22,3.69,39.01,6.41,66.66,49.97,7.62,41.51,15.82
193604,107.3,49.83,-99.99,23.32,99.42,4.06,27.45,17.67,32.95,18.1,-99.99,11.28,35.53,141.55,19.39,8.93,34.9,12.4,52.14,-99.99,40.47,127.51,101.02,38.55,33.68,-99.99,-99.99,41.73,5.17,146.64,115.89,846.56,1.88,12.32,70.05,-99.99,17.63,378.56,-99.99,44.83,38.96,3.66,39.29,6.63,68.4,47.5,6.61,39.89,16.09
193605,102.57,47.39,-99.99,20.82,96.85,3.5,24.21,15.59,29.31,17.02,-99.99,9.65,32.41,132.2,19.87,7.91,30.89,11.01,46.4,-99.99,36.12,115.39,91,32.78,30.02,-99.99,-99.99,39.34,4.47,131.43,105.98,798,1.77,11.63,64.49,-99.99,17.21,352.69,-99.99,43.7,36.05,3.21,37.99,5.88,72.31,42.38,4.94,35.18,14.61
193606,114.55,49.97,-99.99,20.41,100.85,3.37,23.86,15.44,28.71,17.28,-99.99,10.03,33.62,139.87,21.95,8.13,32.2,12.22,49.36,-99.99,38.95,123.19,93.32,36.55,33.77,-99.99,-99.99,40.52,4.6,129.77,115.49,849.55,2.09,12.07,64.91,-99.99,17.57,363.38,-99.99,45.04,38.36,3.38,40.32,6.2,94.31,45.86,5.5,37.32,14.06
193607,114.3,49.38,-99.99,17.17,96.83,3.28,21.87,15.18,28.98,17.18,-99.99,9.61,55.17,139.8,20.08,9.58,32.52,12.21,48.93,-99.99,36.71,117.03,97.81,35.03,34.93,-99.99,-99.99,34.78,4.37,129.28,119.91,859.01,2.24,11.47,66.57,-99.99,17.93,380.98,6.23,38.38,38.49,3.75,41.41,6.24,82.83,47.48,5.49,38.54,20.72
193608,123.79,50.13,-99.99,18.23,99.76,3.71,24.78,16.29,29.31,17.38,-99.99,8.43,58.13,152.32,22.23,10.33,36.72,13.01,54.03,-99.99,37.23,133.79,102.65,41.33,37.04,-99.99,-99.99,36.68,4.74,135.22,133.7,880,2.88,9.11,70.35,-99.99,20.29,405.18,8.04,37.47,43.73,4.05,43.87,6.83,89.6,46.28,5.55,41.47,20.13
193609,120.11,50.69,-99.99,19.8,99.24,4.03,26.76,17.04,29.86,17.04,-99.99,8.52,56.89,149.45,20.95,10.35,37.25,12.57,57.36,-99.99,37.52,139.35,100.58,40.4,39.8,-99.99,-99.99,37.36,4.98,133.57,131.53,895.48,3.07,9.58,67.91,-99.99,21.15,398.43,7.84,36.4,44.53,4.07,44.75,6.96,91.18,46.03,5.96,41.2,20.38
193610,110.2,49.96,-99.99,20,97.85,5.2,27.38,17.52,30.7,16.95,-99.99,8.52,57.04,151.79,22.22,10.9,36.93,12.28,58.92,-99.99,38.75,135.44,103.75,42.91,42.17,-99.99,-99.99,36.12,5.17,135.43,128.56,887.05,3.76,10.15,71.88,-99.99,21.87,380.98,8.01,37.08,45.42,4.21,45.79,7.5,98.35,44.52,5.4,40.91,20.76
193611,116.71,51.91,-99.99,20.45,99.02,5.45,29.45,18.23,34.26,17.38,-99.99,8.85,59.17,160.16,21.91,11.8,39.32,13.28,66.3,-99.99,41.89,144.21,109.07,41.42,42.61,-99.99,-99.99,44.39,5.15,152.28,135.69,932.15,4.47,10.23,74.88,-99.99,23.25,386.05,7.64,38.19,48.43,4.49,50.94,7.87,96.02,47.42,6.31,44.97,21.36
193612,124.75,53.6,-99.99,21.99,101.34,6.11,32.95,18.59,35.16,17.98,-99.99,9.33,60.72,166.8,23.18,13.05,42.25,16.3,68.87,-99.99,44.04,150.7,105.9,44.19,45.37,-99.99,-99.99,45.42,5.36,153.72,130.82,968.21,4.44,10.67,79.2,-99.99,23.69,405.18,8.51,39.32,46.19,5.2,56.08,8.51,97.91,51.95,8.98,47.86,22.64
193701,122.16,52.94,-99.99,19.93,97.63,6.32,34.12,18.01,37.32,18.02,-99.99,8.62,58.51,162.49,23.81,12.78,42.39,18.86,71.68,-99.99,45.78,155.17,97.85,45.31,49.71,-99.99,-99.99,45.98,5.34,167.97,128.22,952.73,4.2,10.89,82.01,-99.99,23.26,393.93,10.65,38.73,45.02,5.07,50.51,7.9,90.75,50.36,10.35,53.38,23.62
193702,122.24,54.07,-99.99,20.11,100.18,6.41,35.29,18.49,41.73,18.09,-99.99,9.99,60.26,165.11,22.54,13.4,45.78,19.73,76.08,-99.99,47.75,174.13,104.95,47.92,51.82,-99.99,-99.99,45.93,5.46,171.88,131.4,944.66,4.5,10.96,82.77,-99.99,24.74,378.17,10.92,38.13,45.49,5.3,50.31,7.97,89.81,50.62,11.62,53.19,25.18
193703,121.23,55.19,-99.99,21.42,97.76,6.36,35.68,18.18,40.85,18.38,-99.99,10.61,57.44,163.55,21.75,13.18,44.33,19,84.2,-99.99,47.48,169.9,104.37,47.77,51.97,-99.99,-99.99,51.13,5.47,177.94,125.12,915.72,4.89,11.45,84.76,-99.99,24.37,381.26,12.4,37.25,48.08,5.09,51.61,8.35,84.88,50.96,11.06,54.39,26.62
193704,127.91,56,-99.99,22.18,90.51,6.49,35.75,16.95,40.64,17.81,-99.99,9.86,54.29,159.4,20.4,12.51,44.4,16.52,89.99,-99.99,47.1,160.8,101.03,46.07,49.33,-99.99,-99.99,54.14,5.8,183.88,116.88,885.01,5.04,10.6,79.21,-99.99,25.7,369.16,11.26,40.79,50.49,5.28,50,7.9,82.22,47.6,9.54,52.25,26.08
193705,121.27,51.66,-99.99,20.06,86.74,5.5,34.11,14.96,39.52,17.2,-99.99,9.67,52.44,151.86,19.05,11.44,40,14.85,76.1,-99.99,45.42,148.45,92.91,39.52,44.75,-99.99,-99.99,45.66,5.19,174.1,107.89,838.56,4.52,9.55,72.49,-99.99,23.46,346.65,11.19,37.51,48.06,4.73,46.29,6.92,79.84,44.54,7.89,47.66,23.97
193706,120.22,51.37,-99.99,19.95,86.2,5.73,33.77,13.03,38.11,17.1,-99.99,9.46,52.88,154.5,20.95,11,40.58,12.83,76.44,-99.99,45.79,146.81,89.68,37.88,44.75,-99.99,-99.99,44.67,5.09,172.22,101.44,851.39,4.64,9.3,73.17,-99.99,23.99,388.86,10.85,37.79,46.1,4.69,43.93,7.03,82.17,44.3,7.48,44.26,23.79
193707,113.34,47.16,-99.99,18.98,84.29,4.87,31.52,11.47,32.32,15.73,-99.99,7.67,48.44,148.67,20.32,10.14,38.46,11.67,70.83,-99.99,45.93,130.13,77.82,33.24,41.65,-99.99,-99.99,42.16,4.43,167.11,91.99,852.59,4.36,8.95,57.89,-99.99,21.8,388.3,19,34.93,40.34,5.91,43.12,6.48,53.33,63.94,6.31,42.05,23.14
193708,113.87,48.76,-99.99,20.37,90.32,5.18,36.16,11.38,34.9,16.72,-99.99,8.09,50.39,155.97,21.43,11.16,42.73,15.14,79.84,-99.99,50.39,142.59,87.86,36.86,43.15,-99.99,-99.99,46.28,4.55,180.9,109.61,880.48,4.27,9.68,65.08,-99.99,25.42,405.18,19.76,38.21,41.99,6.35,47.57,6.84,55.45,68.44,7.42,52.6,23.76
